Building,Area,province,Thai_District,District,Thai_Subdistrict,Owner,Construction,Map,Population,Latitude,Longtitude,Impact
Office,84676.00,Bangkok,จตุจักร,Chatuchak,จตุจักร,บริษัท เจ.เจ. เซ็นเตอร์ จำกัด,Adapt/Renovate,30,160906,13.828611,100.559722,-5
Office,84676.00,Bangkok,จตุจักร,Chatuchak,จตุจักร,บริษัท อินสแควร์ ช็อปปิ้ง มอลล์ จำกัด,Adapt/Renovate,30,160906,13.828611,100.559722,-5
Condo,3547.00,Bangkok,จตุจักร,Chatuchak,จอมพล,บริษัท ไม้ทอเงิน จำกัด,New Build,30,160906,13.828611,100.559722,-4
Condo,3450.00,Bangkok,จตุจักร,Chatuchak,จันทรเกษม,บริษัท พรีมิอุส โฮลดิ้ง จำกัด,New Build,30,160906,13.828611,100.559722,-4
Condo,3027.00,Bangkok,จตุจักร,Chatuchak,จันทรเกษม,บริษัท ทริปเปิ้ล ที โฮลดิ้ง จำกัด,New Build,30,160906,13.828611,100.559722,-4
Condo,3979.00,Bangkok,จตุจักร,Chatuchak,จันทรเกษม,บริษัท ทีเอส เรียลตี้ จำกัด,New Build,30,160906,13.828611,100.559722,-4
Condo,17896.00,Bangkok,จตุจักร,Chatuchak,ลาดยาว,บริษัท พรรุ่งเรือง ดีเวลลอปเม้นท์ จำกัด,New Build,30,160906,13.828611,100.559722,-4
Condo,3228.00,Bangkok,จตุจักร,Chatuchak,จอมพล,บริษัท เท็น ไทย ดีเวลลอปเม้นท์ จำกัด,New Build,30,160906,13.828611,100.559722,-4
Condo,3213.00,Bangkok,จตุจักร,Chatuchak,จอมพล,บริษัท ลลิล พร็อพเพอร์ตี้ จำกัด (มหาชน),New Build,30,160906,13.828611,100.559722,-4
Mixed use,41021.00,Bangkok,ประเวศ,Prawet,หนองบอน,บริษัท สยาม เดลีซ จำกัด,Adapt/Renovate,32,160671,13.716944,100.694444,-4
Mixed use,174237.00,Bangkok,ประเวศ,Prawet,หนองบอน,บริษัท พาราไดซ์ พาร์ค จำกัด,Adapt/Renovate,32,160671,13.716944,100.694444,-4
Office,20025.00,Bangkok,ประเวศ,Prawet,ประเวศ,บริษัท ดับบลิวเอชเอ คอร์ปอเรชั่น จำกัด (มหาชน),New Build,32,160671,13.716944,100.694444,-5
Condo,2840.00,Bangkok,ประเวศ,Prawet,ดอกไม้,นายทรงวุฒิ  ทองทวี,New Build,32,160671,13.716944,100.694444,-4
Condo,6561.00,Bangkok,ประเวศ,Prawet,หนองบอน,นางทภัรกร  ลอเสรีวานิช,Adapt/Renovate,32,160671,13.716944,100.694444,-4
Hotel,2824.00,Bangkok,คลองเตย,Khlong Toei,คลองเตย,บริษัท อินเซป พรอพเพอร์ตี้ จำกัด,Adapt/Renovate,33,109041,13.708056,100.583889,-4
Mixed use,4387.00,Bangkok,คลองเตย,Khlong Toei,คลองเตย,บริษัท เซ็นทรัล พาร์ค แบงคอก จำกัด,Adapt/Renovate,33,109041,13.708056,100.583889,-4
Mixed use,9990.00,Bangkok,คลองเตย,Khlong Toei,คลองเตย,บริษัท ล็อกซเล่ย์ พร็อพเพอร์ตี้ ดีเวลลอปเม้นท์ จำกัด,Adapt/Renovate,33,109041,13.708056,100.583889,-4
Condo,9396.00,Bangkok,คลองเตย,Khlong Toei,คลองเตย,สำนักงานทรัพย์สินส่วนพระมหากษัตริย์,Adapt/Renovate,33,109041,13.708056,100.583889,-4
Condo,5246.00,Bangkok,คลองเตย,Khlong Toei,คลองตัน,บริษัท ทาร์เก็ตเพลซ จำกัด,Adapt/Renovate,33,109041,13.708056,100.583889,-4
Condo,14611.00,Bangkok,คลองเตย,Khlong Toei,คลองเตย,บริษัท ยี.เอ็น.เซอร์วิส อพารืทเม้นท์ จำกัด,New Build,33,109041,13.708056,100.583889,-4
Condo,4643.00,Bangkok,คลองเตย,Khlong Toei,คลองตัน,บริษัท ทิพยเดช จำกัด,Adapt/Renovate,33,109041,13.708056,100.583889,-4
Condo,9935.00,Bangkok,คลองเตย,Khlong Toei,คลองเตย,บริษัท เฟรเกรนท์ พร็อพเพอร์ตี้ จำกัด,New Build,33,109041,13.708056,100.583889,-4
Condo,71139.00,Bangkok,คลองเตย,Khlong Toei,คลองเตย,บริษัท จี.ที.เอ็ม.แอสเซ็ทส์ จำกัด,New Build,33,109041,13.708056,100.583889,-4
Condo,3134.00,Bangkok,คลองเตย,Khlong Toei,คลองตัน,บริษัท แพราไดซ์  อินเตอร์ แมนชั่น จำกัด,Adapt/Renovate,33,109041,13.708056,100.583889,-4
Condo,3998.00,Bangkok,คลองเตย,Khlong Toei,คลองตัน,นางสาวลำจวน  ศิริวงษ์  และนางพรรณทิพย์  ม่วงดารส,New Build,33,109041,13.708056,100.583889,-4
Condo,3983.00,Bangkok,คลองเตย,Khlong Toei,คลองตัน,นางสาวลำจวน ศิริวงษ์ และนายธิติพันธ์  โกมะ,New Build,33,109041,13.708056,100.583889,-4
Condo,29997.00,Bangkok,คลองเตย,Khlong Toei,คลองตัน,บริษัท แอล.พี.เอ็น.ดีเวลลอปเมนท์ จำกัด (มหาชน),New Build,33,109041,13.708056,100.583889,-4
Condo,9406.00,Bangkok,คลองเตย,Khlong Toei,คลองตัน,บริษัท แอล.พี.เอ็น.ดีเวลลอปเมนท์ จำกัด (มหาชน),New Build,33,109041,13.708056,100.583889,-4
Condo,9978.00,Bangkok,คลองเตย,Khlong Toei,คลองเตย,บริษัท ทองหล่อสิบเจ็ด จำกัด,Adapt/Renovate,33,109041,13.708056,100.583889,-4
Hotel,4606.00,Bangkok,คลองเตย,Khlong Toei,คลองเตย,บริษัท อินทิรา รีสอร์ท จำกัด,New Build,33,109041,13.708056,100.583889,-4
Hotel,2693.00,Bangkok,คลองเตย,Khlong Toei,คลองเตย,บริษัท พี. เค. อาร์ เอ็นเตอร์ไพรส์ จำกัด,Adapt/Renovate,33,109041,13.708056,100.583889,-4
Mixed use,9347.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท สวนหลวง ออโต้เฮ้าส์,New Build,34,115658,13.730278,100.651389,-5
Mixed use,3630.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,นายเลิสพงษ์ ศรีวงศ์ทอง,New Build,34,115658,13.730278,100.651389,-5
Mixed use,2400.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,นายสรยิตซิงห์ จาวลา,New Build,34,115658,13.730278,100.651389,-5
Mixed use,3810.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,พฤกษา เรียลเอสเตท จำกัด(มหาขน),New Build,34,115658,13.730278,100.651389,-5
Mixed use,2275.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,นายรภัสสิทธิ์ วัจนประภาศักดิ์,Unclassified,34,115658,13.730278,100.651389,-5
Mixed use,2815.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท ซอคเก้อร์โปร จำกัด,New Build,34,115658,13.730278,100.651389,-5
Mixed use,9967.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท พรอสเพคท์ เอสเตทส์ จำกัด,New Build,34,115658,13.730278,100.651389,-5
Education/School,2052.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,มูลนิธิอิสลามอนุสรณ์,Unclassified,34,115658,13.730278,100.651389,-5
Condo,3366.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท ซีเอ็มเอ็นเฮ้าส์ จำกัด,New Build,34,115658,13.730278,100.651389,-5
Condo,29416.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท รีเจ้นท์ กรีน เพาเวอร์ จำกัด,Unclassified,34,115658,13.730278,100.651389,-5
Condo,2544.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,น.ส. อรอุษา จารุสมบัติ,New Build,34,115658,13.730278,100.651389,-5
 Assembly,6520.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท ซอคเก้อร์โปร จำกัด,New Build,34,115658,13.730278,100.651389,-5
Condo,4764.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท ฉายาวสันต์กรุ๊ป จำกัด,New Build,34,115658,13.730278,100.651389,-5
Condo,1852.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,นายถิรยศ  ฐานิตารมภ์,New Build,34,115658,13.730278,100.651389,-5
Condo,1961.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,นายอรุณ  วัฒนจันทร์,New Build,34,115658,13.730278,100.651389,-5
Hotel,9523.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท แอร์พอร์ต ลิ้งค์ สแควร์ จำกัด,New Build,34,115658,13.730278,100.651389,-5
Mixed use,42119.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท ซีทีซีซี เอ็นจิเนียริ่ง จำกัด,New Build,34,115658,13.730278,100.651389,-5
Office,9912.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท อารียา พรอพเพอร์ตี้ จำกัด (มหาชน),Adapt/Renovate,34,115658,13.730278,100.651389,-5
Office,8358.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท เจ.เอส.เท็คนิคัล เซอร์วิสเซส จำกัด,New Build,34,115658,13.730278,100.651389,-5
Office,9675.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท แอร์พอร์ต ลิ้งค์ สแควร์ จำกัด,Adapt/Renovate,34,115658,13.730278,100.651389,-5
Office,9972.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท แอร์พอร์ต ลิ้งค์ สแควร์ จำกัด,New Build,34,115658,13.730278,100.651389,-5
Office,9531.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท แอร์พอร์ต ลิ้งค์ สแควร์ จำกัด,Adapt/Renovate,34,115658,13.730278,100.651389,-5
Office,9991.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท เจ.เอส.เท็คนิคัล เซอร์วิสเซส จำกัด,New Build,34,115658,13.730278,100.651389,-5
Office,6534.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท นิช ราร์ จำกัด,New Build,34,115658,13.730278,100.651389,-5
Condo,12875.96,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท โฮมเพลส ดีเวลลอปเม้นท์ จำกัด,New Build,34,115658,13.730278,100.651389,-5
Condo,29833.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท อารียา พรอพเพอร์ตี้ จำกัด (มหาชน),New Build,34,115658,13.730278,100.651389,-5
Condo,4140.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท สวนหลวง ออโต้เฮ้าส์ จำกัด,New Build,34,115658,13.730278,100.651389,-5
Condo,11127.00,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,บริษัท แอล.พี.เอ็น.ดีเวลลอปเมนท์ จำกัด (มหาชน),New Build,34,115658,13.730278,100.651389,-5
